CAS Number , Chemical Name,Chemical Grade,Chemical Analysis Method, Chemical Purity Mean Op , Chemical Purity Mean(%) , Chemical Purity Min Op , Chemical Purity Min(%) , Chemical Purity Max Op , Chemical Purity Max(%),Species Scientific Name , Species Common Name,Species Group,Organism Lifestage, Organism Age Mean Op , Organism Age Mean , Organism Age Min Op , Organism Age Min , Organism Age Max Op , Organism Age Max , Organism Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Author) , Conc 1 Mean Op (Author) , Conc 1 Mean (Author) , Conc 1 Min Op (Author) , Conc Min 1 (Author) , Conc 1 Max Op (Author) , Conc 1 Max (Author) , Conc 1 Units (Author) , Conc 2 Type (Author) , Conc 2 Mean Op (Author) , Conc 2 Mean (Author) , Conc 2 Min Op (Author) , Conc Min 2 (Author) , Conc 2 Max Op (Author) , Conc 2 Max (Author) , Conc 2 Units (Author) , Conc 3 Type (Author) , Conc 3 Mean Op (Author) , Conc 3 Mean (Author) , Conc 3 Min Op (Author) , Conc Min 3 (Author) , Conc 3 Max Op (Author) , Conc 3 Max (Author) , Conc 3 Units (Author),Effect,Effect Measurement,Endpoint , Observed Response Mean Op , Observed Response Mean , Observed Response Min Op , Observed Response Min , Observed Response Max Op , Observed Response Max , Result Statistical Method , Observed Response Value , Observed Response Units,Response Site,Observed Duration Op (Days) , Observed Duration (Days) , Observed Duration Min Op (Days) , Observed Duration Min (Days) , Observed Duration Max Op (Days) , Observed Duration Max (Days) , Observed Duration Units (Days),Author , Reference Number , Title , Source , Publication Year
8001352,Toxaphene,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,2,Formulation,,19.08,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,19.08,,NR,,NR,,,ug/org,Not reported,,1,,NR,,NR,Day(s),"Graves,J.B., and O. Mackensen",101387,Topical Application and Insecticide Resistance Studies on the Honey Bee,J. Econ. Entomol.58(5): 990-993,1965
8001352,Toxaphene,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,2,Formulation,,35.68,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,35.68,,NR,,NR,,,ug/org,Not reported,,1,,NR,,NR,Day(s),"Graves,J.B., and O. Mackensen",101387,Topical Application and Insecticide Resistance Studies on the Honey Bee,J. Econ. Entomol.58(5): 990-993,1965
8002651,Margosa fats and glyceridic oils,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not reported,Lab,>=6,Formulation,,0.0302,,0.024,,0.0452,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.0302,,0.024,,0.0452,,,ug/org,Not reported,,1,,NR,,NR,Day(s),"Abrol,D.P., and R.S. Andotra",183290,Relative Toxicity of Some Insecticides to Apis mellifera L,J. Asia Pac. Entomol.6(2): 235-237,2003
8003347,Pyrethrins and Pyrethroids,Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,0.63,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,0.63,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8003347,Pyrethrins and Pyrethroids,"Technical grade, technical product, technical formulation",Not reported,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,Dermal,No substrate,Lab,NR,Active ingredient,,5.25,,NR,,NR,ug/g org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,5.25,,NR,,NR,,,ug/g org,Not reported,,1,,NR,,NR,Day(s),"Deo,P.G., S.B. Hasan, and S.K. Majumder",35123,Toxicity and Suitability of Some Insecticides for Household Use,"Int. Pest Control30:118 - 121,129",1988
8003347,Pyrethrins and Pyrethroids,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Formulation,,0.29,,NR,,NR,ug,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.29,,NR,,NR,,,ug,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8003347,Pyrethrins and Pyrethroids,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Formulation,,0.13,,NR,,NR,ug,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.13,,NR,,NR,,,ug,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8003347,Pyrethrins and Pyrethroids,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,'5-6,Formulation,,0.15,,NR,,NR,ul/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.15,,NR,,NR,,,ul/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8003347,Pyrethrins and Pyrethroids,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,'5-6,Formulation,,0.15,,NR,,NR,ul/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.15,,NR,,NR,,,ul/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8003347,Pyrethrins and Pyrethroids,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,Dermal,Filter paper,Lab,'5-6,Formulation,,0.29,,NR,,NR,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.29,,NR,,NR,,,ug/bee,Not reported,>=,1,,NR,,NR,Day(s),"Stevenson,J.H., P.H. Needham, and J. Walker",35461,Poisoning of Honeybees by Pesticides: Investigations of the Changing Pattern in Britain Over 20 Years,Rothamsted Exp. Stn. Rep.2:55-72,1978
8003347,Pyrethrins and Pyrethroids,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,Dermal,Filter paper,Lab,'5-6,Formulation,,0.13,,NR,,NR,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.13,,NR,,NR,,,ug/bee,Not reported,>=,1,,NR,,NR,Day(s),"Stevenson,J.H., P.H. Needham, and J. Walker",35461,Poisoning of Honeybees by Pesticides: Investigations of the Changing Pattern in Britain Over 20 Years,Rothamsted Exp. Stn. Rep.2:55-72,1978
8003347,Pyrethrins and Pyrethroids,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,"Diet, unspecified",Filter paper,Lab,'5-6,Formulation,,0.15,,NR,,NR,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.15,,NR,,NR,,,ug/bee,Not reported,>=,1,,NR,,NR,Day(s),"Stevenson,J.H., P.H. Needham, and J. Walker",35461,Poisoning of Honeybees by Pesticides: Investigations of the Changing Pattern in Britain Over 20 Years,Rothamsted Exp. Stn. Rep.2:55-72,1978
8012699,Copper chloride hydroxide (Cu2Cl(OH)3) mixt. with copper hydroxide sulfate (Cu4(OH)6(SO4)),Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,14.5,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,14.5,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8012951,Paraffin oils,Not coded,Not coded,,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,100,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8012951,Paraffin oils,Not coded,Not coded,,100,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,1830,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,1830,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8018017,"[N-[2-[(Dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS,kappaS']manganese mixt. with [N-[2-[(dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS,kappaS']zinc",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,NR,Formulation,>,1000,,NR,,NR,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,1000,,NR,,NR,,,ug/bee,Not reported,,1,,NR,,NR,Day(s),"Wahl,O., and K. Ulm",39264,Influence of Pollen Feeding and Physiological Condition on Pesticide Sensitivity of the Honey Bee Apis mellifera carnica,Oceanologia (Wroc.)59:106-128,1983
8022002,"Phosphorothioic acid, O-[2-(Ethylthio)ethyl]-O,O-dimethyl ester, Mixt. with S-[2-(ethylthio)ethyl] O,O-dimethyl phosphorothioate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Formulation,,0.74,,NR,,NR,ug,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.74,,NR,,NR,,,ug,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8022002,"Phosphorothioic acid, O-[2-(Ethylthio)ethyl]-O,O-dimethyl ester, Mixt. with S-[2-(ethylthio)ethyl] O,O-dimethyl phosphorothioate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Formulation,,0.41,,NR,,NR,ug,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.41,,NR,,NR,,,ug,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8022002,"Phosphorothioic acid, O-[2-(Ethylthio)ethyl]-O,O-dimethyl ester, Mixt. with S-[2-(ethylthio)ethyl] O,O-dimethyl phosphorothioate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Formulation,,0.54,,NR,,NR,ug,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.54,,NR,,NR,,,ug,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8022002,"Phosphorothioic acid, O-[2-(Ethylthio)ethyl]-O,O-dimethyl ester, Mixt. with S-[2-(ethylthio)ethyl] O,O-dimethyl phosphorothioate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,'5-6,Formulation,,0.61,,NR,,NR,ul/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.61,,NR,,NR,,,ul/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8022002,"Phosphorothioic acid, O-[2-(Ethylthio)ethyl]-O,O-dimethyl ester, Mixt. with S-[2-(ethylthio)ethyl] O,O-dimethyl phosphorothioate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,'5-6,Formulation,,0.83,,NR,,NR,ul/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.83,,NR,,NR,,,ul/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8022002,"Phosphorothioic acid, O-[2-(Ethylthio)ethyl]-O,O-dimethyl ester, Mixt. with S-[2-(ethylthio)ethyl] O,O-dimethyl phosphorothioate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,'5-6,Formulation,,0.58,,NR,,NR,ul/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.58,,NR,,NR,,,ul/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
8027007,"1,1'-(2-Nitrobutylidene)bis(4-chlorobenzene), Mixt. with 1,1'-(2-Nitropropylidene)bis(4-chlorobenzene)",Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,40.49,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,40.49,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8029296,Bandane,Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,25.68,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,25.68,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8042475,White mineral oil (petroleum),Not coded,Not coded,,100,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NC,,NC,,NC,Not coded,"Topical, general",No substrate,Lab,NC,Active ingredient,>,1830,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,1830,,NR,,NR,,,ug/org,Not coded,,2,,NR,,NR,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992
8046740,"Fatty acids, potassium salts",Not coded,Not coded,,50.5,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Formulation,>,48.5,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,48.5,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8046740,"Fatty acids, potassium salts",Not coded,Not coded,,50.5,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Formulation,>,50.5,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,50.5,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8046740,"Fatty acids, potassium salts",Not coded,Not coded,,50.5,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Formulation,>,96.04,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,96.04,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8051023,Veratrine,Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,12.33,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,12.33,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8051023,Veratrine,Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,14.5,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,14.5,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8065369,"3-(1-Ethylpropyl)phenol, 1-(N-Methylcarbamate) mixt. with 3-(1-Methylbutyl)phenyl N-methylcarbamate",Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,1.66,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.66,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8065483,"Phosphorothioic acid, O,O-Diethyl O-[2-(ethylthio)ethyl] ester mixt. with O,O-diethyl S-[2-(ethylthio)ethyl] phosphorothioate",Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,2.6,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,2.6,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
8065483,"Phosphorothioic acid, O,O-Diethyl O-[2-(ethylthio)ethyl] ester mixt. with O,O-diethyl S-[2-(ethylthio)ethyl] phosphorothioate",Not reported,Unmeasured,,50,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,>,13,,NR,,NR,Day(s),Food,No substrate,Lab,NR,Formulation,,0.001478,,NR,,NR,mg/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.001478,,NR,,NR,,,mg/org,Not reported,,1,,NR,,NR,Day(s),"Jones,G.D.G., and J.U. Connell",64839,Studies of the Toxicity to Worker Honey-Bees (Apis mellifera L.) of Certain Chemicals Used in Plant Protection,Ann. Appl. Biol.41(2): 271-279,1954
8065483,"Phosphorothioic acid, O,O-Diethyl O-[2-(ethylthio)ethyl] ester mixt. with O,O-diethyl S-[2-(ethylthio)ethyl] phosphorothioate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,>,13,,NR,,NR,Day(s),Spray,No substrate,Lab,NR,Formulation,,0.005123,,NR,,NR,mg/cm2,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.005123,,NR,,NR,,,mg/cm2,Not reported,,1,,NR,,NR,Day(s),"Jones,G.D.G., and J.U. Connell",64839,Studies of the Toxicity to Worker Honey-Bees (Apis mellifera L.) of Certain Chemicals Used in Plant Protection,Ann. Appl. Biol.41(2): 271-279,1954
8065621,"O,O-Dimethyl O-[2-(methylthio)ethyl]ester phosphorothioic acid mixt. with O,O-dimethyl S-[2-(methylthio)ethyl]phosphorothioate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,Dermal,Filter paper,Lab,'5-6,Formulation,,0.36,,NR,,NR,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.36,,NR,,NR,,,ug/bee,Not reported,>=,1,,NR,,NR,Day(s),"Stevenson,J.H., P.H. Needham, and J. Walker",35461,Poisoning of Honeybees by Pesticides: Investigations of the Changing Pattern in Britain Over 20 Years,Rothamsted Exp. Stn. Rep.2:55-72,1978
8065621,"O,O-Dimethyl O-[2-(methylthio)ethyl]ester phosphorothioic acid mixt. with O,O-dimethyl S-[2-(methylthio)ethyl]phosphorothioate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,"Diet, unspecified",Filter paper,Lab,'5-6,Formulation,,0.22,,NR,,NR,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.22,,NR,,NR,,,ug/bee,Not reported,>=,1,,NR,,NR,Day(s),"Stevenson,J.H., P.H. Needham, and J. Walker",35461,Poisoning of Honeybees by Pesticides: Investigations of the Changing Pattern in Britain Over 20 Years,Rothamsted Exp. Stn. Rep.2:55-72,1978
8077212,"N,N'-[1,2-Phenylenebis(iminocarbonothioyl)]bis-C,C'-dimethyl ester carbamic acid mixt. with 2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,"Diet, unspecified",No substrate,Lab,'5-7,Active ingredient,,0.039,,0.031,,0.05,AI ng/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.039,,0.031,,0.05,,,AI ng/org,Not reported,,1.2083,,NR,,NR,Day(s),"Tome,H.V.V., G.S. Ramos, M.F. Araujo, W.C. Santana, G.R. Santos, R.N.C. Guedes, C.D. Maciel, P.L. Newland, and E.E. Oli",177575,Agrochemical Synergism Imposes Higher Risk to Neotropical Bees than to Honeybees,R. Soc. Open Sci.4:11 p.,2017
9006422,Metiram,Not coded,Not coded,,70.5,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Formulation,>,110.1,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,110.1,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
9006422,Metiram,Not coded,Not coded,,70.5,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Formulation,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
9006422,Metiram,Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,437,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,437,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
