"","Type","Mix.type","Mix.type.OD","Solo.matchings","nAI.ED_NO","PLT_S_DART","PLT_S_DART.1","CLASSIFICATION","Type.mixture","AI_1.PLT_S_DART","AI_1.ED_NO","AI_2.PLT_S_DART","AI_2.PLT_S_DART.1","AI_2.ED_NO","AI_3.PLT_S_DART","AI_3.ED_NO","AI_4.PLT_S_DART","AI_4.ED_NO","variable","quotient","Exposure.Type","Time","Beta-cyfluthrin","Bifenthrin","Clothianidin","Deltamethrin","Endosulfan","Ethiprole","Etofenprox","Fenpropidin","Fipronil","Fluoxastrobin","Flupyradifurone","Imidacloprid","Isoflucypram","Lambda-cyhalothrin","Methamidophos","Methiocarb","Prothioconazole","Prochloraz","Spiromesifen","Spirotetramat","Spiroxamine","Tebuconazole","Tetraniliprole","Thiacloprid","Thiodicarb","Transfluthrin","Triadimenol","Alpha-cypermethrin","combo.name","N.combo","combo.S.name","3A","4A","2A","2B","G2","C3","4D","C2","1B","1A","G1","23","28","MoA.class.name","N.MoA.class","vsSCh","nAChR receptor agonist","GABA-A receptor","SBI: sterol biosynthesis","respiration (CIII, o-site)","respiration: SDH","AChE","DMI","ACCase inhibitor (I)","ryanodine receptor modulator","Label.class.name","N.Label.class","INS","FUN","combo.Type.name","N.combo.Type","log10Q"
"2789","Insecticide + Insecticide","SC (60+90)",FALSE,"SC100 + SC200","M-452490-01-1","EPR+IMD ","EPR+IMD","1",NA,"Ethiprole SC 100","M-214951-01-1","Confidor SC 200","Confidor SC 200","M-032525-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.21,"oral","48",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ethiprole + Imidacloprid",2,"EPR + IMD",0,1,0,1,0,0,0,0,0,0,0,0,0,"4A + 2B",2,0,1,1,0,0,0,0,0,0,0,"nAChR receptor agonist + GABA-A receptor",2,1,0,"INS + INS",1,0.0827853703164501
"2784","Insecticide + Insecticide","EC (10+75)",FALSE,"EC25 + SL50","M-542907-01-1","DLT+FPF ","DLT+FPF","3",NA,"deltamethrin EC 25 ","M-55561-01-1","Flupyradifurone SL50","Flupyradifurone SL50","M-471245-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.2,"oral","48",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Flupyradifurone",2,"DLT + FPF",1,0,0,0,0,0,1,0,0,0,0,0,0,"3A + 4D",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.0791812460476248
"1646","Insecticide + Insecticide","FS (100+175)",FALSE,"FS250 + FS350","M-501653-01-1","CTD+IMD ","CTD+IMD","1",NA,"clothianidin FS 250 ","M-359875-01-1","Imidacloprid FS 350","Imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",1.16,"cont","24",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Imidacloprid",2,"CTD + IMD",0,1,0,0,0,0,0,0,0,0,0,0,0,"4A + 4A",1,0,1,0,0,0,0,0,0,0,0,"nAChR receptor agonist + nAChR receptor agonist",1,1,0,"INS + INS",1,0.0644579892269184
"2774","Insecticide + Insecticide","FS (100+80+100)",FALSE,"FS250 + TGAI + FS350","M-390577-01-1","CTD+CYB+IMD ","CTD+CYB+IMD","3",NA,"clothianidin FS 250 G","M-359875-01-1","beta-cyfluthrin TC","beta-cyfluthrin TC","M-053813-01-1","imidacloprid FS 350","M-500305-01-1",NA,NA,"Ratio.LD50.oral.48",1.16,"oral","48",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin + Imidacloprid",3,"CYB + CTD + IMD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.0644579892269184
"2809","insecticide + fungicide","SE (0.5+10)",FALSE,"EW15 + SE43","M-289532-01-1","DLT+TBZ SE ","DLT+TBZSE","2",NA,"deltamethrin EW 15 G","M-103549-01-1","tebuconazole SE 043","tebuconazole SE 043","M-1368687-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.13,"oral","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Deltamethrin + Tebuconazole",2,"DLT + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,0.0530784434834197
"2750","Fungicide + Fungicide","EC (53+224+148)",FALSE,"EC250 + EC500 + EW250","M-568900-01-1","PTZ+SPX+TBZ ","PTZ+SPX+TBZ","2",NA,"Prothioconazole EC 250","M-182441-01-1","Spiroxamine EC 500","Spiroxamine EC 500","M-680761-01-1","Tebuconazole EW 250","M-182469-01-1",NA,NA,"Ratio.LD50.oral.48",1.11,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"Prothioconazole + Spiroxamine + Tebuconazole",3,"PTZ + SPX + TBZ",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,0.0453229787866575
"1676","Fungicide + Fungicide","EC (100+100)",FALSE,"EC100 + EC250","M-080740-01-1","FXA+PTZ ","FXA+PTZ","1",NA,"Fluoxastrobin EC 100","M-068973-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.09,"cont","48",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Fluoxastrobin + Prothioconazole",2,"FXA + PTZ",0,0,0,0,0,1,0,0,0,0,1,0,0,"C3 + G1",2,0,0,0,0,1,0,0,1,0,0,"respiration (CIII, o-site) + DMI",2,0,1,"FUN + FUN",1,0.0374264979406237
"1632","Insecticide + Insecticide","FS (360+240)",FALSE,"FS250 + FS350","M-388246-01-1","CTD+IMD","CTD+IMD","1",NA,"clothianidin FS 250 G","M-359875-01-1","imidacloprid FS 350","imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",1.08,"cont","24",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Imidacloprid",2,"CTD + IMD",0,1,0,0,0,0,0,0,0,0,0,0,0,"4A + 4A",1,0,1,0,0,0,0,0,0,0,0,"nAChR receptor agonist + nAChR receptor agonist",1,1,0,"INS + INS",1,0.0334237554869497
"1708","Insecticide + Insecticide","FS (360+240)",FALSE,"FS250 + FS350","M-388246-01-1","CTD+IMD","CTD+IMD","1",NA,"clothianidin FS 250 G","M-359875-01-1","imidacloprid FS 350","imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.07,"cont","48",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Imidacloprid",2,"CTD + IMD",0,1,0,0,0,0,0,0,0,0,0,0,0,"4A + 4A",1,0,1,0,0,0,0,0,0,0,0,"nAChR receptor agonist + nAChR receptor agonist",1,1,0,"INS + INS",1,0.0293837776852097
"2790","Insecticide + Insecticide","FS (80+150)",FALSE,"SC25 + FS350","M-421688-01-1","CYB+IMD ","CYB+IMD","2",NA,"Beta-cyfluthrin SC 25","M-051896-01-1","Imidacloprid FS 350","Imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.07,"oral","48",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Imidacloprid",2,"CYB + IMD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.0293837776852097
"1696","Insecticide + Insecticide","SC (100+100)",FALSE,"SC100 + SC200","M-287917-01-1","EPR+IMD ","EPR+IMD","1",NA,"ethiprole SC 100","M-214951-01-1","imidacloprid SC 200 G","imidacloprid SC 200 G","M-032525-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.05,"cont","48",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ethiprole + Imidacloprid",2,"EPR + IMD",0,1,0,1,0,0,0,0,0,0,0,0,0,"4A + 2B",2,0,1,1,0,0,0,0,0,0,0,"nAChR receptor agonist + GABA-A receptor",2,1,0,"INS + INS",1,0.0211892990699381
"2674","Fungicide + Fungicide","EC (53+224+148)",FALSE,"EC250 + EC500 + EW250","M-568900-01-1","PTZ+SPX+TBZ ","PTZ+SPX+TBZ","2",NA,"Prothioconazole EC 250","M-182441-01-1","Spiroxamine EC 500","Spiroxamine EC 500","M-680761-01-1","Tebuconazole EW 250","M-182469-01-1",NA,NA,"Ratio.LD50.oral.24",1.05,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"Prothioconazole + Spiroxamine + Tebuconazole",3,"PTZ + SPX + TBZ",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,0.0211892990699381
"2691","Insecticide + Insecticide","FS (400+80)",FALSE,"FS600 + TGAI","M-360874-01-1","CTD+CYB ","CTD+CYB","3",NA,"clothianidin FS 600","M-456670-01-1","beta-cyfluthrin TC","beta-cyfluthrin TC","M-053813-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.05,"oral","24",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin",2,"CYB + CTD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.0211892990699381
"2694","Insecticide + Insecticide","SL (30+500)",FALSE,"SL200 + SL530","M-041366-01-1","IMD+MDP ","IMD+MDP","1",NA,"imidacloprid SL 200 G","M-084112-01-1","methamidophos SL 530","methamidophos SL 530","M-041366-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.05,"oral","24",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Imidacloprid + Methamidophos",2,"IMD + MDP",0,1,0,0,0,0,0,0,1,0,0,0,0,"4A + 1B",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,0.0211892990699381
"2767","Insecticide + Insecticide","FS (400+80)",FALSE,"FS600 + TGAI","M-360874-01-1","CTD+CYB ","CTD+CYB","3",NA,"clothianidin FS 600","M-456670-01-1","beta-cyfluthrin TC","beta-cyfluthrin TC","M-053813-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.05,"oral","48",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin",2,"CYB + CTD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.0211892990699381
"1668","Insecticide + Fungicide","OD 240 & EC 250",TRUE,"OD240 & EC250","M-103518-01-1","TCP & PTZ ","TCP&PTZ","1","Tank mix","thiacloprid OD 240 G","M-103506-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",1.04,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Prothioconazole + Thiacloprid",2,"PTZ + TCP",0,1,0,0,0,0,0,0,0,0,1,0,0,"4A + G1",2,0,1,0,0,0,0,0,1,0,0,"nAChR receptor agonist + DMI",2,1,1,"INS + FUN",2,0.0170333392987804
"1744","Insecticide + Fungicide","OD 240 & EC 250",TRUE,"OD240 & EC250","M-103518-01-1","TCP & PTZ ","TCP&PTZ","1","Tank mix","thiacloprid OD 240 G","M-103506-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.04,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Prothioconazole + Thiacloprid",2,"PTZ + TCP",0,1,0,0,0,0,0,0,0,0,1,0,0,"4A + G1",2,0,1,0,0,0,0,0,1,0,0,"nAChR receptor agonist + DMI",2,1,1,"INS + FUN",2,0.0170333392987804
"1629","Insecticide + Insecticide","SC (12.5+100)",FALSE,"SC25 + SC200","M-071875-01-1","CYB+IMD ","CYB+IMD","1",NA,"beta-cyfluthrin SC 025","M-051896-01-1","imidacloprid SC 200 G","imidacloprid SC 200 G","M-032525-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.97,"cont","24",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Imidacloprid",2,"CYB + IMD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.0132282657337552
"2770","Insecticide + Insecticide","SL (30+500)",FALSE,"SL200 + SL530","M-041366-01-1","IMD+MDP ","IMD+MDP","1",NA,"imidacloprid SL 200 G","M-084112-01-1","methamidophos SL 530","methamidophos SL 530","M-041366-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.97,"oral","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Imidacloprid + Methamidophos",2,"IMD + MDP",0,1,0,0,0,0,0,0,1,0,0,0,0,"4A + 1B",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,-0.0132282657337552
"1613","Insecticide + Insecticide","OD (10+100)",TRUE,"EC25 + OD180","M-057962-01-1","DLT+TCP ","DLT+TCP","2",NA,"deltamethrin EC 25 G","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.96,"cont","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Thiacloprid",2,"DLT + TCP",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.0177287669604316
"1684","Fungicide + Fungicide","EC (160+80)",FALSE,"EC250 + EW250","M-571907-01-1","PTZ+TBZ ","PTZ+TBZ","2",NA,"Prothioconazole EC 250","M-182441-01-1","tebuconazole EW 250 ","tebuconazole EW 250 ","M-182469-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.95,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Prothioconazole + Tebuconazole",2,"PTZ + TBZ",0,0,0,0,0,0,0,0,0,0,1,0,0,"G1 + G1",1,0,0,0,0,0,0,0,1,0,0,"DMI + DMI",1,0,1,"FUN + FUN",1,-0.0222763947111523
"1669","insecticide + fungicide","SE (0.5+10)",FALSE,"EW15 + SE43","M-289532-01-1","DLT+TBZ SE ","DLT+TBZSE","2",NA,"deltamethrin EW 15 G","M-103549-01-1","tebuconazole SE 043","tebuconazole SE 043","M-1368687-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.92,"cont","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Deltamethrin + Tebuconazole",2,"DLT + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.0362121726544447
"1722","Insecticide + Insecticide","FS (100+175)",FALSE,"FS250 + FS350","M-501653-01-1","CTD+IMD ","CTD+IMD","1",NA,"clothianidin FS 250 ","M-359875-01-1","Imidacloprid FS 350","Imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.91,"cont","48",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Imidacloprid",2,"CTD + IMD",0,1,0,0,0,0,0,0,0,0,0,0,0,"4A + 4A",1,0,1,0,0,0,0,0,0,0,0,"nAChR receptor agonist + nAChR receptor agonist",1,1,0,"INS + INS",1,-0.0409586076789064
"2781","Insecticide + Insecticide","FS (240+240)",FALSE,"TGAI + FS480","M-639049-01-1","FPR+TTP ","FPR+TTP","3",NA,"Fipronil tech","M-181918-02-1","Tetraniliprole FS 480","Tetraniliprole FS 480","M-566764-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.87,"oral","48",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Fipronil + Tetraniliprole",2,"FPR + TTP",0,0,0,1,0,0,0,0,0,0,0,0,1,"2B + 28",2,0,0,1,0,0,0,0,0,0,1,"GABA-A receptor + ryanodine receptor modulator",2,1,0,"INS + INS",1,-0.0604807473813815
"2758","Insecticide + Insecticide","WG (23+46)",FALSE,"WG70 + SC380","M-368236-01-1","IMD+TDC ","IMD+TDC","2",NA,"imidacloprid WG 70 G","M-565548-02-1","thiodicarb SC 380 G","thiodicarb SC 380 G","M-208946-01-1 + M-208947-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.86,"oral","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Imidacloprid + Thiodicarb",2,"IMD + TDC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,-0.0655015487564323
"2743","Fungicide + Fungicide","EC (300+200)",FALSE,"EW250 + TGAI","M-018696-01-1","FPD+TBZ","FPD+TBZ","3",NA,"fenpropidin","Internet","tebuconazole EW 250 G","tebuconazole EW 250 G","M-182469-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.84,"oral","48",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Fenpropidin + Tebuconazole",2,"FPD + TBZ",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,-0.0757207139381184
"2810","insecticide + fungicide","FS (250+50)",FALSE,"FS250 + FS25","M-501142-01-1","CTD+PTZ ","CTD+PTZ","1",NA,"Clothianidin FS 250","M-359875-01-1","Prothioconazole FS 25","Prothioconazole FS 25","M-610383-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.84,"oral","48",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Prothioconazole",2,"CTD + PTZ",0,1,0,0,0,0,0,0,0,0,1,0,0,"4A + G1",2,0,1,0,0,0,0,0,1,0,0,"nAChR receptor agonist + DMI",2,1,1,"INS + FUN",2,-0.0757207139381184
"1680","Fungicide + Fungicide","EC (50+150)",FALSE,"EC50 + EC250","M-665091-01-1","ISY+PTZ ","ISY+PTZ","1",NA,"Isoflucypram EC 50","M-571280-01-1","Prothioconazole EC 250","Prothioconazole EC 250","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.83,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Isoflucypram + Prothioconazole",2,"ISY + PTZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,-0.0809219076239261
"1689","Insecticide + Insecticide","OD (10+100)",TRUE,"EC25 + OD180","M-057962-01-1","DLT+TCP ","DLT+TCP","2",NA,"deltamethrin EC 25 G","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.83,"cont","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Thiacloprid",2,"DLT + TCP",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.0809219076239261
"2768","Insecticide + Insecticide","FS (233+233)",FALSE,"FS250 + FS350","M-358047-01-1","CTD+IMD ","CTD+IMD","1",NA,"clothianidin FS 250 G","M-359875-01-1","imidacloprid FS 350","imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.83,"oral","48",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Imidacloprid",2,"CTD + IMD",0,1,0,0,0,0,0,0,0,0,0,0,0,"4A + 4A",1,0,1,0,0,0,0,0,0,0,0,"nAChR receptor agonist + nAChR receptor agonist",1,1,0,"INS + INS",1,-0.0809219076239261
"1721","Insecticide + Insecticide","FS (150+450)",FALSE,"FS350 + SC380","M-524968-01-1","IMD+TDC ","IMD+TDC","2",NA,"Imidacloprid FS 350","M-500305-01-1","Thiodicarb 380 SC","Thiodicarb 380 SC","M-208946-01-1 + M-208947-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.82,"cont","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Imidacloprid + Thiodicarb",2,"IMD + TDC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,-0.0861861476162833
"2786","Insecticide + Insecticide","FS (100+175)",FALSE,"FS250 + FS350","M-501653-01-1","CTD+IMD ","CTD+IMD","1",NA,"clothianidin FS 250 ","M-359875-01-1","Imidacloprid FS 350","Imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.82,"oral","48",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Imidacloprid",2,"CTD + IMD",0,1,0,0,0,0,0,0,0,0,0,0,0,"4A + 4A",1,0,1,0,0,0,0,0,0,0,0,"nAChR receptor agonist + nAChR receptor agonist",1,1,0,"INS + INS",1,-0.0861861476162833
"1678","Fungicide + Fungicide","EC (125+125)",FALSE,"EC250 + EW250","M-059368-01-1","PTZ+TBZ ","PTZ+TBZ","2",NA,"prothioconazole EC 250 G","M-182441-01-1","tebuconazole EW 250 G","tebuconazole EW 250 G","M-182469-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.8,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Prothioconazole + Tebuconazole",2,"PTZ + TBZ",0,0,0,0,0,0,0,0,0,0,1,0,0,"G1 + G1",1,0,0,0,0,0,0,0,1,0,0,"DMI + DMI",1,0,1,"FUN + FUN",1,-0.0969100130080564
"1717","Insecticide + Insecticide","FS (240+240)",FALSE,"TGAI + FS480","M-639049-01-1","FPR+TTP ","FPR+TTP","3",NA,"Fipronil tech","M-181918-02-1","Tetraniliprole FS 480","Tetraniliprole FS 480","M-566764-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.8,"cont","48",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Fipronil + Tetraniliprole",2,"FPR + TTP",0,0,0,1,0,0,0,0,0,0,0,0,1,"2B + 28",2,0,0,1,0,0,0,0,0,0,1,"GABA-A receptor + ryanodine receptor modulator",2,1,0,"INS + INS",1,-0.0969100130080564
"1608","Fungicide + Fungicide","EC (160+80)",FALSE,"EC250 + EW250","M-571907-01-1","PTZ+TBZ ","PTZ+TBZ","2",NA,"Prothioconazole EC 250","M-182441-01-1","tebuconazole EW 250 ","tebuconazole EW 250 ","M-182469-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.79,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Prothioconazole + Tebuconazole",2,"PTZ + TBZ",0,0,0,0,0,0,0,0,0,0,1,0,0,"G1 + G1",1,0,0,0,0,0,0,0,1,0,0,"DMI + DMI",1,0,1,"FUN + FUN",1,-0.102372908709559
"1620","Insecticide + Insecticide","SC (100+100)",FALSE,"SC100 + SC200","M-287917-01-1","EPR+IMD ","EPR+IMD","1",NA,"ethiprole SC 100","M-214951-01-1","imidacloprid SC 200 G","imidacloprid SC 200 G","M-032525-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.78,"cont","24",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ethiprole + Imidacloprid",2,"EPR + IMD",0,1,0,1,0,0,0,0,0,0,0,0,0,"4A + 2B",2,0,1,1,0,0,0,0,0,0,0,"nAChR receptor agonist + GABA-A receptor",2,1,0,"INS + INS",1,-0.10790539730952
"1685","Fungicide + Fungicide","EC (90+160)",FALSE,"EC250 + EW250","M-571888-01-1","PTZ+TBZ ","PTZ+TBZ","2",NA,"Prothioconazole EC 250","M-182441-01-1","tebuconazole EW 250 ","tebuconazole EW 250 ","M-182469-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.78,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Prothioconazole + Tebuconazole",2,"PTZ + TBZ",0,0,0,0,0,0,0,0,0,0,1,0,0,"G1 + G1",1,0,0,0,0,0,0,0,1,0,0,"DMI + DMI",1,0,1,"FUN + FUN",1,-0.10790539730952
"2716","Insecticide + Fungicide","EC 250 & CS 100",FALSE,"EC250 & CS100","M-105337-01-1","PTZ & Karate Zeon ","PTZ&LCY","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.78,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lambda-cyhalothrin + Prothioconazole",2,"LCY + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.10790539730952
